"roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
130,7.38,41.6,17,0.26,0.08,-0.16,-19,66,-157,85,586,-371,-58.4,-11.9,-35.2,10,3.12,-0.87,0.71,-26,-95,13,606,35,364,-71.69543337,-77.66557137,-28.11272148,7,0.1,0.42,-0.2,-48,-45,-19,-438,427,45,-68.4,33.8,-160,34,-0.63,2.99,0.16,-324,-73,26,-667,118,355,"E"
130,7.32,41.4,17,0.27,0.08,-0.15,-21,64,-152,80,588,-364,-57.1,-10.2,-38.2,11,2.99,-0.95,1.02,-48,-94,2,569,52,406,-72.0418501,-78.05624981,-26.70422682,7,0.1,0.43,-0.16,-48,-45,-18,-439,426,44,-66.6,37.1,-157,36,-0.56,3.03,0.3,-347,-42,29,-672,144,380,"E"
130,7.21,41.2,18,0.27,0.05,-0.16,-20,65,-159,85,594,-362,-54.4,-6.93,-44.6,12,2.97,-1.14,1.38,-50,-89,61,504,67,474,-85.03256774,-61.63655304,-32.35562915,7,0.1,0.43,-0.11,-40,-52,-22,-438,427,40,-61.6,44.2,-150,28,-0.29,3.16,0.54,-273,8,47,-680,250,424,"E"
130,6.56,41.3,18,0.34,0.1,-0.13,-23,58,-160,81,584,-343,-53,4.56,-71.8,21,2.89,-1.03,0.46,-187,-61,73,144,163,621,-94.15083202,-56.3794195,-24.92165382,7,0.19,0.48,-0.21,-39,-59,-18,-440,423,36,-17,65.9,-106,32,-0.24,2.79,0.16,-278,146,-3,-578,567,416,"E"
130,6.41,41.3,18,0.34,0.11,-0.11,-24,60,-161,91,597,-352,-53.7,5.93,-74.7,23,2.84,-1,0.43,-199,-67,75,94,169,640,-91.87090988,-58.01518746,-26.34071715,7,0.19,0.5,-0.21,-40,-58,-19,-438,430,39,-10.6,66.3,-99.1,32,-0.27,2.26,0.21,-278,139,1,-563,587,416,"E"
130,5.7,41.1,18,0.29,0.13,-0.1,-30,62,-166,97,584,-364,-56.8,12.8,-94.8,29,2.07,-0.98,1.13,-266,-56,77,-187,196,639,-87.63857281,-60.61393857,-29.57672096,8,0.14,0.58,-0.18,-43,-58,-22,-438,424,32,24,57.8,-58.2,24,-0.98,2.12,-0.18,-191,132,0,-442,718,511,"E"
130,5.67,40.9,18,0.26,0.11,-0.1,-28,65,-163,103,588,-363,-57.3,14.1,-99.2,28,1.85,-0.88,0.9,-266,-54,48,-230,217,627,-87.09671011,-60.64625018,-30.46730006,7,0.16,0.53,-0.18,-38,-51,-20,-440,426,28,28.8,53.5,-51.5,19,-0.93,2.09,-0.23,-139,125,8,-378,748,546,"E"
130,5.42,40.2,18,0.26,0.11,-0.15,-28,63,-160,102,585,-362,-59.8,17.7,-112,32,1.28,-0.77,1,-303,-68,8,-378,220,590,-87.64908587,-57.6311767,-34.19710991,7,0.18,0.5,-0.21,-39,-55,-24,-430,426,31,45.1,40,-34.1,17,-0.21,2.01,0.87,-85,144,5,-197,737,475,"E"
130,5.37,39.9,18,0.24,0.11,-0.16,-26,65,-163,103,586,-369,-60.1,18.1,-114,30,0.5,-0.59,0.85,-283,-56,35,-402,215,581,-90.96364944,-54.85950506,-33.01329615,7,0.19,0.47,-0.25,-37,-56,-23,-434,436,21,50.2,34.2,-28.5,20,-0.29,1.81,0.34,-87,175,-7,-133,717,438,"E"
130,5.36,39.5,18,0.22,0.1,-0.16,-26,62,-165,106,586,-353,-59.1,17.6,-113,29,-0.64,-0.34,0.94,-274,-46,71,-384,214,590,-90.49191673,-56.81174886,-30.83776781,7,0.19,0.45,-0.28,-39,-57,-22,-437,434,18,51.6,29.8,-24.5,21,-0.19,1.17,-0.21,-109,177,13,-71,699,443,"E"
1.5,8.26,-87.5,3,0,0.05,0.02,-14,3,28,82,577,-418,96,8.43,103,36,3.85,-1.2,0.21,-282,196,-56,-312,348,567,34.74514012,8.522879853,121.2176649,5,-0.24,0.16,0,4,16,44,-477,132,308,-177,10.1,90,42,-0.13,-3.21,-0.44,-100,348,200,-543,1110,-509,"E"
1.52,8.16,-87.5,3,0,0.05,0,-14,6,29,83,577,-405,97,9.27,108,37,3.89,-1.14,0.13,-305,196,-57,-422,350,546,36.79169728,6.351432768,119.6916373,5,-0.22,0.16,0,3,17,44,-485,123,309,-177,9.86,94.5,44,-0.16,-3.03,-0.39,-105,360,206,-623,1170,-543,"E"
1.57,8.05,-87.4,3,-0.02,0.03,0,-16,6,28,83,577,-417,97.8,9.81,113,40,3.74,-0.96,0.02,-328,196,-68,-471,348,527,40.32596974,8.731504888,115.7105825,5,-0.22,0.16,0,4,18,42,-479,124,311,-177,9.71,98.6,43,-0.19,-2.92,-0.28,-104,356,203,-656,1180,-551,"E"
1.75,7.11,-87.2,3,-0.11,0.02,-0.02,-17,7,27,88,566,-420,96.3,9.54,133,30,0.88,0.05,-0.49,-235,152,-103,-565,290,374,28.34560571,9.336071773,127.1546126,4,-0.26,0.14,0.05,4,12,41,-474,119,309,-179,8.86,117,39,-0.21,-1.49,-0.05,-146,285,205,-784,1190,-538,"E"
1.79,5.28,-87.1,3,0.03,0.02,-0.05,-15,3,24,74,575,-421,90.3,6.65,110,36,-3.32,0.72,-0.46,-285,206,-43,-305,304,614,52.41962407,4.551729119,104.4214316,2,0.21,0.13,-0.31,1,11,19,-513,94,268,176,1.31,119,36,0.19,0.39,0.07,-133,250,208,-739,1140,-501,"E"
1.66,5.32,-87,3,0.02,0,-0.07,-16,2,24,77,572,-423,88.1,4.07,101,36,-3.82,1,-0.59,-280,214,-9,-162,280,626,72.65829135,14.03167113,82.45579897,3,0.16,0.22,-0.21,4,19,21,-522,90,265,176,0.53,117,36,0.03,0.48,0.18,-123,250,213,-717,1140,-490,"E"
1.6,5.33,-87,3,0,0,-0.05,-18,3,26,74,581,-424,87.1,2.33,95.9,35,-3.97,1.08,-0.64,-266,214,9,-78,257,641,77.55936135,14.04897018,77.55936135,2,0.13,0.19,-0.15,3,15,15,-533,94,252,176,0.3,117,35,-0.03,0.35,0.26,-121,247,212,-704,1130,-482,"E"
1.5,5.27,-87,3,-0.05,0,-0.03,-16,0,23,77,586,-429,85.2,-3.23,80.7,32,-4.4,1.22,-0.64,-232,209,32,128,211,628,83.80768283,13.15600202,71.53798667,2,0.06,0.27,-0.13,3,17,15,-534,84,246,176,0.39,115,35,-0.37,0.31,0.46,-122,236,210,-699,1140,-489,"E"
1.56,5.05,-86.9,3,-0.02,0.02,0.03,-10,1,24,72,573,-418,86.6,-11.3,57.8,23,-4.66,1.27,-0.18,-137,183,17,460,120,484,75.90702093,23.1477364,75.90702093,4,-0.34,0.34,0,9,27,27,-542,89,232,178,2.2,115,35,-0.59,-0.06,0.69,-144,230,202,-705,1160,-505,"E"
1.61,4.97,-86.9,3,0.02,0.02,0.05,-10,4,23,70,578,-430,89.3,-14.9,45.6,18,-4.69,1.28,0.02,-70,165,-20,572,83,375,71.56003652,18.85642126,81.9859735,5,-0.55,0.47,0.36,10,35,39,-531,100,237,178,3.12,115,33,-0.53,-0.06,0.64,-142,220,198,-718,1170,-530,"E"
1.78,4.9,-86.8,3,0,0.02,0.03,-14,5,24,74,572,-422,92.8,-17.7,33.3,16,-4.58,1.3,0.05,-29,150,-51,658,38,270,60.00260345,31.48295778,87.10857263,6,-0.72,0.45,0.52,17,31,42,-533,116,240,179,3.75,116,33,-0.4,-0.21,0.44,-140,217,194,-715,1180,-532,"E"
1.97,4.78,-86.7,3,-0.05,0,0.02,-14,6,25,74,568,-416,96.8,-21,10.3,17,-4.26,1.46,-0.15,27,121,-117,732,-44,44,60.54888857,13.36057569,94.64777237,8,-1.49,0.93,0.66,11,47,67,-494,155,270,179,4.28,117,34,-0.26,-0.34,0.26,-127,234,198,-718,1170,-528,"E"
2.02,4.64,-86.7,3,-0.06,0,0,-14,3,27,75,571,-428,99.8,-22.7,-1.33,19,-4.16,1.43,-0.23,57,102,-144,724,-99,-107,74.88315479,13.05200213,80.49982514,10,-1.85,1.17,0.71,13,68,72,-456,191,306,179,4.54,117,35,-0.31,-0.32,0.31,-128,249,201,-723,1180,-533,"E"
2.02,4.57,-86.6,3,-0.06,0,0,-13,3,25,68,578,-422,102,-23.7,-7.56,19,-4,1.38,-0.26,73,90,-151,720,-104,-143,67.72423541,13.17746297,87.59422768,10,-1.99,1.3,0.8,13,62,76,-434,211,323,179,4.74,118,35,-0.34,-0.29,0.36,-131,249,203,-721,1180,-526,"E"
1.47,3.62,-86.4,3,0.02,0.02,-0.03,-8,0,26,63,570,-429,125,-17.6,-63.5,56,-0.93,0.1,0.39,99,-16,-543,275,-190,-516,72.2431588,55.05497202,56.7692474,14,-0.74,0.29,0.23,72,91,74,-206,331,403,-180,6.41,120,35,-0.27,-0.32,0.39,-129,248,206,-743,1190,-538,"E"
1.44,3.62,-86.4,3,0.03,0.02,-0.02,-8,3,26,65,570,-418,126,-17.4,-63.5,56,-0.05,-0.19,0.43,97,-9,-542,277,-185,-525,71.88070914,53.95673655,58.22989752,14,-0.69,0.22,0.15,71,91,76,-200,329,401,-179,6.56,120,35,-0.31,-0.29,0.43,-133,246,202,-751,1190,-542,"E"
1.44,3.7,-86.4,3,0.06,0,-0.03,-10,5,24,69,574,-404,126,-17.7,-61,49,1.22,-0.56,0.36,100,-6,-473,300,-194,-518,72.68829485,48.74167681,62.15141388,16,-0.55,0.06,0,74,105,92,-196,334,405,-179,7.05,121,35,-0.42,-0.26,0.44,-129,241,204,-748,1190,-548,"E"
1.46,3.78,-86.4,3,0.08,0.02,-0.02,-14,2,27,66,571,-431,125,-18.3,-58.9,47,1.67,-0.59,0.28,105,-6,-450,337,-192,-505,71.1744122,46.4004121,65.70974806,17,-0.43,-0.05,-0.05,74,108,101,-196,332,415,-179,7.37,121,35,-0.43,-0.27,0.46,-134,240,202,-755,1200,-544,"E"
1.45,3.9,-86.3,3,0.08,0.02,-0.02,-13,2,28,70,564,-425,125,-19.2,-56.2,45,2.02,-0.59,0.16,114,-3,-431,382,-200,-490,71.43729475,46.51612556,65.34461529,17,-0.29,-0.13,-0.08,76,111,103,-196,323,404,-179,7.67,121,35,-0.43,-0.32,0.49,-138,238,201,-754,1190,-552,"E"
1.45,4.23,-86.2,3,0.03,0.02,-0.03,-11,3,26,60,572,-415,117,-24.4,-37.6,38,3.2,-0.85,-0.11,133,18,-349,566,-182,-357,68.11624637,42.8307447,71.61589542,15,0.24,-0.5,-0.1,62,94,98,-240,304,402,-178,8.42,121,35,-0.22,-0.21,0.28,-144,239,198,-770,1200,-557,"E"
1.42,4.22,-86.1,3,-0.03,0.02,-0.03,-14,6,28,70,569,-417,106,-23.8,-5.52,25,4.01,-1.81,0.49,81,99,-204,731,-74,-83,66.39502234,34.42181218,79.17758187,14,0.31,-0.45,-0.05,46,84,97,-308,273,387,-178,7.98,120,37,-0.08,0.1,0.38,-136,272,198,-747,1200,-553,"E"
1.39,4.14,-86,3,-0.06,0.02,-0.05,-17,6,29,72,575,-419,102,-22.4,6.5,20,4.14,-1.8,0.41,57,140,-131,737,-26,31,63.84084066,36.0611244,80.57849984,13,0.27,-0.35,-0.02,45,76,92,-324,262,374,-178,7.68,119,36,-0.06,0.58,0.46,-124,279,186,-737,1200,-552,"E"
1.38,4.08,-86,3,-0.08,0.02,-0.05,-15,5,29,75,574,-410,101,-21.2,11.7,19,3.98,-1.73,0.34,29,163,-94,719,5,93,62.72731317,34.94500969,82.3713163,13,0.24,-0.31,-0.03,42,72,90,-333,260,382,-178,7.55,117,36,-0.06,0.83,0.43,-112,278,185,-722,1190,-560,"E"
1.34,4.01,-86,3,-0.08,0.02,-0.07,-13,6,29,66,564,-418,98.5,-19.6,17.5,19,3.84,-1.65,0.3,19,178,-61,710,21,143,67.29029076,29.92300252,81.00587953,12,0.21,-0.24,-0.02,35,74,86,-343,249,363,-178,7.52,116,36,-0.13,0.9,0.39,-90,283,182,-710,1190,-555,"E"
1.14,3.58,-86,3,-0.03,-0.02,-0.07,-11,3,30,68,577,-417,89.8,-10.9,46.2,20,3.69,-1.25,-0.15,-49,194,-5,490,145,439,62.75092992,32.16655541,84.08406225,9,0.02,-0.22,0.11,28,52,66,-383,240,345,-177,6.55,103,42,0.06,2.14,0.8,-36,373,163,-540,1100,-515,"E"
1.1,3.54,-86,3,-0.03,-0.02,-0.05,-10,0,31,64,576,-403,89,-9.34,50.4,21,3.66,-1.25,-0.08,-69,195,-19,459,160,476,59.24398349,32.3106691,87.32384271,9,-0.03,-0.24,0.05,29,51,70,-390,235,350,-177,6.3,100,43,0.14,2.23,0.97,-23,387,166,-484,1070,-513,"E"
1.06,3.51,-86,3,-0.02,-0.02,-0.03,-11,3,30,62,577,-411,88.2,-7.55,55.1,22,3.63,-1.24,-0.07,-84,198,-8,385,190,505,59.80634,28.5379409,88.9885123,9,0.02,-0.26,-0.05,25,50,69,-391,230,336,-176,5.98,97.5,43,0.24,2.38,1.08,-11,386,161,-452,1040,-497,"E"
1.1,3.7,-86.1,3,0.08,0.02,-0.02,-15,8,28,56,581,-417,87.8,2.46,84.8,30,3.5,-0.8,0.07,-220,187,-33,-52,275,621,65.16820002,7.919465554,91.26362705,8,0.14,-0.24,0.08,6,46,60,-442,215,319,-172,4.66,65.2,43,0.42,4.29,1.33,140,373,144,108,428,-244,"E"
1.14,3.81,-86.1,3,0.06,0.02,-0.03,-17,6,29,73,583,-418,88.2,3.58,89.6,31,3.48,-0.74,0.11,-232,186,-34,-88,282,635,59.94772849,15.98158748,94.44064115,7,0.18,-0.29,0.11,11,39,56,-442,198,300,-171,4.76,60.1,41,0.43,4.34,1.25,115,359,138,209,283,-191,"E"
1.1,3.99,-86.1,4,-0.02,0.02,-0.05,-18,3,30,61,578,-414,90,6.08,103,35,3.58,-0.63,0.21,-284,183,-55,-299,310,601,73.03419186,7.419298003,83.49296859,7,0.08,-0.13,0.15,5,45,50,-454,190,301,-170,6.22,37.1,34,0.21,5.6,1.05,175,236,164,485,-186,-12,"E"
1.03,3.86,-86,3,-0.08,0.02,0,-10,-1,30,66,577,-424,92.2,7.7,116,38,2.84,-0.45,0.15,-309,182,-86,-496,330,516,56.98161787,26.40967003,92.81534991,6,-0.13,0.13,0.07,15,31,46,-465,186,301,-171,8.99,13.6,31,-0.19,5.12,1.08,146,188,184,593,-480,84,"E"
1.43,3.27,-85.9,3,-0.02,0.03,0.03,-9,0,24,61,570,-407,95.8,9.18,134,31,0.75,-0.22,0.15,-235,156,-103,-556,306,376,61.90759655,22.90651648,89.80613877,8,-1,0.55,0.39,18,46,62,-430,216,303,-173,19.9,-39,20,-0.43,3.5,1.2,55,-59,180,472,-880,178,"E"
1.61,3.08,-85.8,3,-0.06,0.02,0.02,-13,2,28,65,569,-426,96,9.53,135,31,-0.34,-0.02,-0.08,-238,158,-106,-555,299,375,68.45493414,21.58463755,83.98012629,10,-1.11,0.74,0.48,21,62,73,-389,246,334,-175,20.6,-56.3,24,0.06,2.55,0.72,14,-167,165,321,-882,181,"E"
1.63,3.04,-85.8,3,-0.06,0,0.02,-14,5,28,57,576,-424,95.7,9.53,134,31,-0.63,0.05,-0.11,-242,157,-105,-554,296,378,67.24545885,21.9276449,85.02489137,10,-1.09,0.75,0.49,22,63,76,-373,264,348,-176,20.5,-59.9,27,0.1,2.2,0.64,24,-201,169,302,-877,181,"E"
1.66,2.99,-85.8,3,-0.08,0.02,0,-14,8,26,63,571,-413,95.4,9.47,133,31,-0.88,0.11,-0.13,-246,158,-99,-555,292,388,68.26103295,23.23855313,83.45045414,10,-1.08,0.79,0.51,23,63,74,-368,268,337,-177,20.2,-62.7,30,0.11,1.46,0.59,29,-232,173,270,-857,174,"E"
1.72,2.85,-85.8,3,-0.11,0.02,-0.02,-14,4,27,57,568,-421,94.4,9.2,130,33,-1.41,0.21,-0.2,-255,166,-100,-542,298,416,68.1332341,26.79037124,81.86671659,11,-1.03,0.85,0.39,29,69,80,-344,280,351,-177,19.8,-65.5,35,-0.03,0.4,0.57,12,-283,188,254,-856,171,"E"
1.72,2.75,-85.8,3,-0.13,0.02,-0.02,-13,5,28,55,571,-417,93.8,9,129,34,-1.7,0.27,-0.21,-270,177,-91,-532,294,441,66.84372513,32.43933926,79.97059873,12,-1.01,0.9,0.33,36,70,81,-335,298,349,-176,19.8,-65.5,34,-0.14,-0.35,0.52,29,-276,186,261,-862,184,"E"
1.52,1.91,-85.7,3,-0.1,0.02,-0.07,-8,2,29,53,574,-422,88.7,3.19,104,36,-3.58,0.98,-0.38,-275,215,-28,-210,288,616,73.77528598,37.42322524,69.89080398,14,-1.12,1.06,0.34,50,92,88,-228,347,374,-174,17.2,-51.1,28,0.16,-2.57,-0.43,96,-167,195,430,-896,190,"E"
1.36,1.57,-85.7,3,-0.06,0.02,-0.03,-9,4,28,49,574,-416,86.9,-3.67,85.4,32,-4.17,1.3,-0.44,-226,216,13,80,234,623,76.11574125,52.00503267,55.45854221,14,-0.85,0.82,0.15,67,93,71,-165,368,393,-175,14.2,-39.5,27,0.1,-2.71,-0.62,167,-105,171,503,-848,164,"E"
1.36,1.53,-85.7,3,-0.06,0.03,-0.03,-10,3,30,51,571,-424,86.9,-5.78,79.8,31,-4.26,1.33,-0.38,-211,211,19,181,207,595,73.38027597,57.68955843,52.8223678,15,-0.9,0.72,0.15,79,97,73,-160,365,390,-176,13.7,-36.8,26,0,-2.6,-0.74,170,-97,165,522,-827,146,"E"
1.34,1.51,-85.7,3,-0.05,0.02,-0.03,-8,2,29,53,569,-407,87.2,-7.65,74.8,29,-4.3,1.38,-0.31,-190,209,20,226,203,589,72.87408889,56.33994853,54.78775413,15,-0.95,0.66,0.13,81,101,79,-139,372,392,-177,13.4,-34.2,27,-0.11,-2.57,-0.85,190,-77,167,531,-782,125,"E"
1.33,1.5,-85.7,3,0,0.02,-0.02,-6,4,28,50,572,-426,88.6,-11.7,63.8,26,-4.38,1.46,-0.23,-154,200,-3,368,161,526,70.0991635,53.61987646,60.44930367,16,-0.63,0.4,0.07,80,101,89,-135,376,390,-178,13.1,-28.4,26,-0.18,-2.99,-0.74,197,-25,167,538,-711,85,"E"
1.35,2.08,-85.7,3,0.08,0.02,0.03,-8,1,28,49,577,-425,98.6,-21.7,22.2,15,-4.16,1.56,-0.21,7,136,-64,710,-27,140,62.47370481,47.30392171,73.56611106,17,0.02,-0.61,-0.13,74,95,109,-171,354,397,-179,13.4,-7.55,31,-0.51,-2.83,-0.3,227,125,149,487,-362,-47,"E"
1.38,2.18,-85.7,3,0.08,0.02,0.03,-7,1,27,58,574,-423,99.4,-22.4,16.6,16,-4.05,1.59,-0.25,18,130,-81,723,-39,118,64.42120026,45.13741031,73.43543882,16,0.03,-0.71,-0.15,69,95,106,-190,347,395,-179,13.8,-4.9,29,-0.51,-2.89,-0.18,217,122,133,467,-327,-64,"E"
1.44,2.27,-85.6,3,0.08,0.02,0.05,-8,3,26,59,572,-422,100,-23.1,11.3,16,-4,1.59,-0.26,28,124,-99,739,-70,40,67.49328506,44.62589649,70.83896403,16,0.11,-0.72,-0.25,67,97,101,-194,343,410,-179,14.1,-2.02,28,-0.5,-2.78,-0.25,215,125,118,447,-258,-95,"E"
1.66,2.48,-85.6,3,0.03,0.02,0.05,-7,5,26,55,578,-427,104,-25.1,-5.81,20,-3.93,1.46,-0.28,70,99,-149,711,-134,-139,70.6159219,36.05712908,73.97684489,16,0.31,-0.69,-0.25,56,103,107,-235,315,396,-179,14.4,6.41,34,-0.16,-3.03,-0.34,226,214,123,365,-65,-149,"E"
1.78,2.53,-85.6,3,0.02,0.02,0.02,-8,4,28,52,576,-426,109,-26.3,-17.9,26,-3.84,1.24,-0.26,86,78,-229,671,-160,-236,72.86126128,32.82684117,73.80463804,15,0.48,-0.45,-0.18,46,95,96,-260,313,392,-179,13.7,10.8,35,0.08,-1.69,-0.48,235,226,100,345,3,-170,"E"
1.85,2.46,-85.6,3,-0.08,0.02,-0.05,-13,7,28,50,568,-424,123,-20.7,-52.3,45,-2.71,0.83,-0.25,116,32,-420,382,-202,-467,58.31861628,34.50871605,86.80867322,13,0.1,-0.26,0.05,43,70,97,-323,281,368,179,10.6,15.1,43,-0.18,0.11,0.46,321,236,132,353,45,-139,"E"
1.84,2.41,-85.6,3,-0.08,0,-0.05,-11,6,28,53,571,-426,124,-19.9,-55.8,49,-2.46,0.88,-0.38,107,20,-466,365,-193,-496,59.80481721,35.95938114,84.4704375,12,0.08,-0.29,-0.05,40,64,85,-329,282,357,179,10.8,14.3,41,-0.35,0.35,0.56,305,227,134,355,29,-131,"E"
1.44,1.86,-85.7,3,-0.06,0,-0.03,-7,3,30,50,574,-418,124,-20.1,-58.4,45,1.98,-0.74,0.36,100,-4,-432,342,-197,-503,58.00280778,23.35142344,93.36604156,8,0.18,-0.31,-0.08,19,45,66,-387,236,342,-179,11.8,-4.53,35,-0.05,2.14,0.9,264,177,137,483,-251,-48,"E"
1.38,1.73,-85.8,3,0.03,-0.02,0,-1,0,30,56,574,-411,120,-23.1,-43.8,40,2.83,-1.01,0.16,124,29,-373,510,-189,-419,51.02701452,30.64404699,95.93350482,7,0.21,-0.26,0.1,21,34,57,-411,222,334,-178,11.9,-21.3,35,-0.26,2.91,0.98,261,150,154,554,-505,38,"E"
1.53,2.06,-85.9,3,0.11,0,0.02,-11,5,28,46,574,-429,112,-24.5,-25,33,3.48,-1.33,0.05,125,78,-286,640,-157,-285,53.5167609,16.09753973,100.6786548,7,-0.02,-0.06,0,11,35,58,-430,208,316,-179,13.6,-41.9,28,-0.55,3.71,1.07,208,59,166,542,-695,97,"E"
1.62,2.35,-85.9,3,0.06,0.02,0.02,-12,3,27,53,573,-419,108,-24.1,-14.3,27,3.6,-1.43,0.02,122,87,-219,704,-128,-173,54.63372249,23.30190783,96.60360976,7,-0.1,0,0.08,16,36,57,-440,212,304,-179,14.7,-52.5,25,-0.53,3.71,1.21,162,24,176,493,-770,104,"E"
1.63,2.52,-85.9,3,0.02,0,-0.02,-12,6,23,49,569,-430,105,-23.9,-3.78,23,3.63,-1.48,0.15,111,109,-164,727,-90,-76,51.68944733,18.63959833,101.4802886,7,-0.22,0.08,0.2,12,32,55,-451,204,295,-180,15.9,-63.9,23,-0.64,3.79,1.3,133,-34,179,433,-808,115,"E"
1.62,2.56,-86,3,-0.02,0,0.02,-8,3,27,51,568,-423,96.9,-21.4,15.5,19,3.37,-1.25,0.05,71,153,-74,724,-7,107,48.13943671,21.666264,103.5046257,6,-0.47,0.26,0.2,13,28,52,-438,203,299,179,18.2,-82.6,26,-0.56,2.92,1.1,21,-187,174,254,-814,122,"E"
1.65,2.56,-86,3,0,-0.02,0.02,-7,3,26,51,568,-429,95.1,-20.4,19.7,19,3.36,-1.19,-0.07,58,159,-73,700,4,173,48.04073522,26.49692507,101.0800831,7,-0.56,0.31,0.25,17,30,55,-440,217,308,179,18.5,-85.8,30,-0.5,2.33,0.94,-44,-220,183,207,-802,114,"E"
1.29,2.25,-86.4,3,-0.08,0.02,-0.08,-7,2,24,41,569,-426,82,2.93,122,33,-0.42,-0.06,0.2,-238,156,-153,-405,259,545,52.23802155,38.35428388,89.73540851,12,0.1,-0.26,-0.05,45,60,94,-300,293,373,-179,14.5,9.76,36,0.08,2.97,1,233,234,127,417,-139,-112,"E"
1.17,2.1,-86.5,3,-0.06,0,-0.07,-8,4,24,45,575,-426,82.7,3.02,121,33,-0.32,-0.13,0.36,-239,154,-154,-396,259,554,52.38194318,35.77138961,91.40275358,12,0.14,-0.31,-0.11,42,60,95,-323,291,359,-179,13.9,-0.43,35,0.13,3.4,1.12,228,214,144,479,-294,-52,"E"
1.13,2.04,-86.5,3,-0.06,0,-0.07,-7,2,28,47,570,-417,83.1,3.12,121,34,-0.31,-0.13,0.39,-241,158,-158,-400,256,554,56.7933793,34.51640057,88.21931093,12,0.18,-0.31,-0.13,39,62,89,-331,279,364,-179,13.6,-6.29,35,0.03,3.52,1.18,239,192,144,500,-344,-31,"E"
1.07,1.96,-86.5,3,-0.06,-0.02,-0.07,-8,2,25,43,569,-425,83.6,3.2,121,33,-0.27,-0.11,0.38,-236,158,-157,-393,274,554,58.81360576,27.17909232,90.66998748,11,0.19,-0.31,-0.15,30,62,88,-329,280,357,-179,13.6,-12.2,31,-0.14,3.79,1.2,217,162,148,526,-445,-4,"E"
0.85,1.71,-86.9,3,0,-0.05,-0.03,-1,-2,32,37,575,-417,84.6,3.7,121,33,0.08,-0.08,0.03,-235,161,-153,-392,269,552,56.75857702,24.89629893,93.80338076,9,0.24,-0.24,-0.03,22,48,72,-381,249,330,-180,15.9,-47.5,24,-0.69,3.93,1.33,143,19,183,474,-780,103,"E"
0.89,1.82,-87,3,0.1,-0.02,0.02,-3,2,31,38,575,-417,84.8,4,122,33,0.06,-0.1,0.07,-234,160,-147,-392,277,541,51.23560808,27.58357538,97.54380446,9,0.08,-0.02,-0.03,25,45,76,-400,235,340,180,17.6,-64.9,23,-0.58,3.79,1.62,74,-58,203,383,-826,124,"E"
1.13,2.67,-87,3,0.08,0.02,-0.02,-11,4,28,49,572,-410,85.9,4.46,122,32,-0.02,-0.08,0.13,-232,162,-143,-391,273,547,51.94733715,13.58051633,103.030894,7,-0.13,0.02,0.1,9,33,57,-425,233,309,179,18.2,-88,37,0.1,1.8,0.79,-59,-297,194,158,-784,138,"E"
1.15,2.75,-87,3,0.05,0,-0.02,-10,5,27,45,575,-427,86,4.52,122,32,0,-0.06,0.11,-232,159,-145,-394,276,539,54.68445624,27.80089208,94.22454462,7,-0.21,0.1,0.08,19,36,56,-423,234,317,179,17.8,-89.4,40,0.13,1.03,0.56,-75,-323,201,130,-775,129,"E"
1.15,2.87,-87,3,0.03,0,-0.03,-13,3,27,38,569,-423,86.2,4.58,122,32,0.05,-0.03,0.07,-233,161,-144,-397,274,537,50.57120845,33.31173542,94.65795182,8,-0.47,0.27,0.11,27,40,67,-424,233,307,179,17.3,-89,37,-0.08,-0.66,0.21,-23,-306,198,127,-774,137,"E"
1.16,2.93,-87,3,0.02,0,-0.02,-10,2,30,45,570,-421,86.2,4.6,123,33,0.05,-0.03,0.02,-235,161,-147,-394,277,537,47.43295456,32.17276945,98.18111779,9,-0.59,0.32,0.21,27,39,71,-424,239,307,179,17.4,-87.2,34,-0.24,-1.41,0.1,-18,-275,193,153,-783,131,"E"
1.19,2.98,-87,3,0.03,0,0,-6,3,26,41,575,-417,86.2,4.66,123,32,0.05,-0.05,0,-235,159,-144,-402,272,538,47.0811015,22.87955293,103.8920977,9,-0.8,0.4,0.36,20,40,76,-408,245,324,180,17.8,-82.1,30,-0.32,-2.15,0.07,3,-219,194,212,-819,152,"E"
